,institution,program,degree,season,admission_status,admission_via,admission_date,ST,Date_added,notes,Undergrad_GPA,GRE_V,GRE_Q,GRE_W,GRE_sub
9487,Duke University,Statistics,PhD,F10,Rejected,E-mail,16 Mar 2010,I,19 Mar 2010,,,,,,
9488,Harvard University,Statistics,Masters,F10,Rejected,Postal Service,19 Mar 2010,I,19 Mar 2010,Not surprised... But they could have at least not put my hopes up by delaying the notification... These schools have GOT to do something about their policies...,,,,,
9489,"University Of California, Los Angeles (UCLA)",Statistics,PhD,F10,Other,Other,19 Mar 2010,I,19 Mar 2010,"I haven't heard anything either. Emailed glenda yesterday and got no response since. Unfortunately given the acceptances in late Feb, I think I am rejected.",,,,,
9490,University Of Toronto,Statistics,PhD,F10,Other,Other,19 Mar 2010,U,19 Mar 2010,has anyone heard from UT for PhD program?,,,,,
9491,"University Of California, Los Angeles (UCLA)",Statistics,PhD,F10,Other,Other,19 Mar 2010,A,19 Mar 2010,"To the poster below, who did you email to?",,,,,
9492,"University Of California, Los Angeles (UCLA)",Statistics,PhD,F10,Rejected,Other,19 Mar 2010,,19 Mar 2010,Emailed them and got a rejection. They said they had extremely limited funding this year so could not admit many students at all.,,,,,
9493,Pennsylvania State University (PSU),Statistics,PhD,F10,Rejected,E-mail,19 Mar 2010,I,19 Mar 2010,,,,,,
9494,University Of Rochester,Statistics,PhD,F10,Rejected,E-mail,19 Mar 2010,I,19 Mar 2010,,,,,,
9495,"University Of California, Los Angeles (UCLA)",Statistics,PhD,F10,Other,Other,18 Mar 2010,A,18 Mar 2010,has anyone heard from UCLA for PhD program?,,,,,
9496,Cornell University,Statistics,PhD,F10,Rejected,E-mail,16 Mar 2010,A,18 Mar 2010,meh.,,,,,
9497,Cornell University,Applied Statistics,Masters,F10,Accepted,E-mail,16 Mar 2010,U,18 Mar 2010,,,,,,
9498,Cornell University,Statistics,Masters,F10,Accepted,E-mail,18 Mar 2010,I,18 Mar 2010,first ad,3.6,800.0,570.0,0.0,
9499,Cornell University,Statistics,Masters,F10,Rejected,E-mail,17 Mar 2010,A,18 Mar 2010,gpa: 3.81 q:790 v:560,3.81,560.0,790.0,0.0,
9500,Cornell University,Statistics,Masters,F10,Rejected,E-mail,17 Mar 2010,A,18 Mar 2010,must have been a tough group applying this year! congrats to those who were excepted!!,3.81,560.0,790.0,0.0,
9501,University Of Connecticut,Statistics,PhD,F10,Rejected,Postal Service,18 Mar 2010,I,18 Mar 2010,unexpected,,,,,
9502,"University Of North Carolina, Chapel Hill (UNC)",Interdisciplinary Statistics And Operations Research,PhD,F10,Other,Other,18 Mar 2010,O,18 Mar 2010,"For those got into INSTORE PhD, can you possibly share your background information? For example, highest degree, major, w or w/o GRE subject, etc. Thanks.",,,,,
9503,Columbia University,Applied Statistics,Masters,F10,Accepted,E-mail,18 Mar 2010,I,18 Mar 2010,,3.5,400.0,800.0,3.5,
9504,"University Of Massachusetts, Amherst",Statistics,PhD,F10,Wait listed,E-mail,18 Mar 2010,U,18 Mar 2010,"""The department has only 2 new Ph.D positions
with TA for fall 2010.  We have made offers to the highest rated applicants
and have set up our first, short waiting list.  Your application is
below, but close to, the cutoff for that waiting list.""",,,,,
9505,"University Of North Carolina, Chapel Hill (UNC)",Interdisciplinary Statistics And Operations Research,PhD,F10,Accepted,E-mail,17 Mar 2010,,17 Mar 2010,"to the poster below, i am visiting on mar30, 31
is there a way to contact u",,,,,
9506,"University Of North Carolina, Chapel Hill (UNC)",Interdisciplinary Statistics And Operations Research,PhD,F10,Accepted,E-mail,16 Mar 2010,A,17 Mar 2010,Happy about the result. Will visit at the end of the month.,,,,,
9507,Purdue University,Statistics,PhD,F10,Rejected,E-mail,17 Mar 2010,U,17 Mar 2010,,,,,,
9508,North Carolina State University (NCSU),Statistics,PhD,F10,Accepted,E-mail,17 Mar 2010,U,17 Mar 2010,No funding,,530.0,790.0,5.0,
9509,Cornell University,Statistics,PhD,F10,Rejected,E-mail,16 Mar 2010,I,17 Mar 2010,,,,,,
9510,University Of Toronto,Statistics,PhD,F10,Other,Other,17 Mar 2010,U,17 Mar 2010,still waiting,,,,,
9511,University Of Torontoonto,Statistics,Masters,F10,Other,Other,17 Mar 2010,O,17 Mar 2010,"I think we cannot see the result though the application system, only decision made or under review now. How is your status now？",,,,,
9512,Columbia University,Statistics,PhD,F10,Rejected,Other,15 Mar 2010,,17 Mar 2010,Emailed the dude.,,,,,
9513,Purdue University,Statistics,PhD,S10,Accepted,E-mail,17 Mar 2010,,17 Mar 2010,,,,,,
9514,Purdue Universilty,Statistics,PhD,F10,Other,Other,17 Mar 2010,O,17 Mar 2010,"To the poster below, did you email them to ask your status today? Have they already made decisions on admissions?",,,,,
9515,Universoty Of Chicago,Statistics,Masters,F10,Accepted,E-mail,16 Mar 2010,U,17 Mar 2010,,,,,,
9516,"UC, Riverside",Applied Statistics,PhD,F10,Accepted,E-mail,17 Mar 2010,I,17 Mar 2010,"First apply to their master program. They ask me to change to PhD to give me an offer. This process takes about a month.....
Happy now.",,,,,
9517,Chicago University,Statistics,Masters,F10,Accepted,E-mail,16 Mar 2010,A,16 Mar 2010,Master in Operations Research from UC Berkeley,3.77,570.0,790.0,3.5,
9518,Purdue University,Statistics,PhD,F10,Rejected,E-mail,16 Mar 2010,A,16 Mar 2010,,3.98,650.0,790.0,5.0,
9519,University Of Wyoming,Statistics,Masters,F10,Accepted,Postal Service,10 Mar 2010,A,16 Mar 2010,no funding :(,,,,,
9520,Colorado School Of Mines (CSM),Statistics,Masters,F10,Accepted,Website,5 Mar 2010,A,16 Mar 2010,no funding :(,,,,,
9521,George Washington University,Statistics,Masters,F10,Accepted,Postal Service,11 Mar 2010,A,16 Mar 2010,No funding. Also found out through applyyourself website (though letter is very short). Postal mail package received has a folder with all of the acceptance docu*ents.,,,,,
9522,University Of Georgia,Statistics,PhD,F10,Accepted,E-mail,16 Mar 2010,O,16 Mar 2010,Awesome. Very immensely elated though no financial assistance.,,,,,
9523,Columbia University,Statistics,PhD,F10,Rejected,Other,16 Mar 2010,A,16 Mar 2010,Emailed Dood Kalicharan and got the reject as a reply,,,,,
9524,Cornell University,Statistics,PhD,F10,Rejected,E-mail,16 Mar 2010,I,16 Mar 2010,emailed and got a rejection; second in one day.,,,,,
9525,Duke University,Statistics,PhD,F10,Other,E-mail,16 Mar 2010,I,16 Mar 2010,Well I emailed them twice. Once directly to mik.@ and got no answer. Second time to kar..@. She told me that I was rejected. Maybe if you have other offers write them that you cannot make a decision because you are waiting them. I know that they have compiled a waiting list and have sent some offers and now they are waiting the decisions of those who are accepted.,,,,,
9526,Duke University,Statistics,PhD,F10,Other,Other,16 Mar 2010,O,16 Mar 2010,"to the DUKE poster below; which email address do you use to contact them? dgs@stat.duke.edu  or mike@stat.duke.edu or you email karen?? They never reply my email, i do not know why??????",,,,,
9527,Duke University,Statistics,PhD,F10,Rejected,E-mail,16 Mar 2010,I,16 Mar 2010,emailed them and got a rejection,,,,,
9528,University Of Chicago,Statistics,Masters,F10,Accepted,E-mail,16 Mar 2010,I,16 Mar 2010,,,,,,
9529,Columbia University,Statistics,PhD,F10,Rejected,Other,16 Mar 2010,I,16 Mar 2010,I emailed them and got a rejection. They said that all the decisions have been made.,,,,,
9530,University Of Waterloo,Statistics -Biostatistics,Masters,F10,Accepted,E-mail,16 Mar 2010,I,16 Mar 2010,"apply to PhD, and email me to change to Master. It seems that the fund does not contain tuition waive.",,,,,
9531,Columbia University,Statistics,Masters,F10,Accepted,E-mail,15 Mar 2010,,16 Mar 2010,,,,,,
9532,Harvard University,Statistics,Masters,F10,Rejected,Postal Service,16 Mar 2010,A,16 Mar 2010,,,,,,
9533,Harvard University,Applied Statistics,Masters,F10,Rejected,Postal Service,15 Mar 2010,A,15 Mar 2010,,,,,,
9534,Harvard University,Applied Statistics,Masters,F10,Rejected,Postal Service,15 Mar 2010,A,15 Mar 2010,,,,,,
9535,Havard,Applied Statistics,Masters,F10,Rejected,Postal Service,15 Mar 2010,A,15 Mar 2010,,,,,,
9536,Duke University,Applied Statistics,PhD,F10,Rejected,E-mail,15 Mar 2010,I,15 Mar 2010,"I e-mail to karen...then, she tell me......",,,,,
9537,Harvard University,Statistics,Masters,F10,Rejected,Postal Service,15 Mar 2010,A,15 Mar 2010,"slightly disappointed, but not that surprised.",3.6,630.0,800.0,4.0,
9538,Cornell University,Applied Statistics,Masters,F10,Accepted,E-mail,11 Mar 2010,U,15 Mar 2010,Anyone going to this program MPS???contact me!! msn: qinyao1987@msn.com,,,,,
9539,Pennsylvania State University (PSU),Statistics,PhD,F10,Rejected,E-mail,15 Mar 2010,I,15 Mar 2010,,,,,,
9540,"University Of California, Davis (UCD)",Statistics,PhD,F10,Rejected,E-mail,15 Mar 2010,A,15 Mar 2010,,,,,,
9541,"University Of North Carolina, Chapel Hill (UNC)",Statistics,PhD,F10,Accepted,E-mail,14 Mar 2010,,14 Mar 2010,"anyone else going to visit?
they said they dont have an official visit day",,,,,
9542,Penn State Univ.(PSU),"AMSC(Applied Mathematics & Statistics, And Scientific Computation)",PhD,F10,Rejected,E-mail,14 Mar 2010,U,14 Mar 2010,,,,,,
9543,University Of Connecticut,Statistics,Masters,F10,Rejected,Postal Service,14 Mar 2010,I,14 Mar 2010,,,,,,
9544,Boston University Graduate School Of Arts & Sciences,Statistics,PhD,F10,Accepted,E-mail,13 Mar 2010,I,13 Mar 2010,Email with unofficial acceptance and visit offer.. details of funding to come,3.7,500.0,800.0,5.5,
9545,SUNY,"AMSC(Applied Mathematics & Statistics, And Scientific Computation)",PhD,F10,Accepted,E-mail,9 Mar 2010,U,13 Mar 2010,without funding,,,,,
9546,Oregon State University,Statistics,PhD,F10,Rejected,Postal Service,11 Mar 2010,U,13 Mar 2010,,,,,,
9547,University Of Waterloo,Statistics,Masters,F10,Rejected,Website,13 Mar 2010,I,13 Mar 2010,check the quest...so sad...,,,,,
9548,"University Of California, Santa Babara (UCSB)",Statistics And Applied Probability,PhD,F10,Rejected,Website,12 Mar 2010,I,13 Mar 2010,,,,,,
9549,University Of Toronto,Statistics,Masters,F10,Rejected,Postal Service,13 Mar 2010,I,13 Mar 2010,,,,,,
9550,Chicago Booth School Of Business,Econometrics & Statistics,PhD,F10,Accepted,E-mail,13 Mar 2010,A,13 Mar 2010,,3.96,0.0,800.0,0.0,
9551,Pennsylvania State University (PSU),Statistics,PhD,F10,Rejected,E-mail,13 Mar 2010,I,13 Mar 2010,"I emailed to ask my status and got a firm rejection. 383 applicants in total, MA,MS,PhD admitted jointly, how many students are they going to admit?",,,,,
9552,Johns Hopkins University (JHU),Applied Mathematics And Statistics,Masters,F10,Accepted,E-mail,1 Mar 2010,A,12 Mar 2010,No funding of any kind received since it is all reserved for PhD's. Heard that approximately 30% of Master's applicants got accepted.,2.7,550.0,740.0,4.5,
9553,New York University (NYU) Stern,Applied Statistics,PhD,F10,Rejected,Website,10 Mar 2010,A,12 Mar 2010,master in OR from top public university in the west coast,3.77,570.0,790.0,0.0,
9554,Columbia (GSAS),Applied Statistics,PhD,F10,Rejected,E-mail,10 Mar 2010,I,12 Mar 2010,,4.0,680.0,800.0,5.0,
9555,Cornell University,Statistics,PhD,F10,Accepted,E-mail,11 Mar 2010,I,12 Mar 2010,"""conditionally accepted"" - waitlisted for funding",,,,,
9556,University Of Chicago,Statistics,PhD,S10,Other,Other,12 Mar 2010,,12 Mar 2010,I still have not heard anything and people seem to have been admitted/waitlisted but nobody rejected. Should I forget about this program?,,,,,
9557,Oregon State University,Applied Math And Statistics (AMS),Masters,F10,Accepted,E-mail,11 Mar 2010,I,11 Mar 2010,"2 out of 2 admits, still no rejections!",,,,,
9558,Cornell University,Statistics,PhD,F10,Other,Other,11 Mar 2010,I,11 Mar 2010,To the poster below: Did you initiate the email correspondance or did they?,,,,,
9559,Cornell University,Statistics,PhD,F10,Accepted,E-mail,11 Mar 2010,A,11 Mar 2010,Waitlisted for funding.,,,,,
9560,Pennsylvania State University (PSU),Statistics,PhD,F10,Other,Phone,8 Mar 2010,A,11 Mar 2010,"The head of the admissions committee called to let me know that I'm at the very top of the waiting list. I would really like to visit the department as soon as possible and preferably during an official ""visit day."" If anyone knows for sure that they won't be accepting the offer, I'd greatly appreciate it if you could let the department know relatively quickly. I also understand that it's hard to make a decision without visiting a department, so no worries. I can always visit in April (assuming a spot opens up...).",,,,,
9561,Pennsylvania State University (PSU),Statistics,Masters,F10,Rejected,E-mail,11 Mar 2010,I,11 Mar 2010,I sent a inquiry email and then got a rejection letter. The reason is too many qualified applicants and too large the pool is.,,,,,
9562,Columbia University,Statistics,PhD,F10,Rejected,E-mail,10 Mar 2010,U,10 Mar 2010,Asked and got a reply from the staff (Dood Kalicharan.),,,,,
9563,Cornell University,Statistics,PhD,F10,Rejected,E-mail,10 Mar 2010,U,10 Mar 2010,Asked DGS (Richard Davis) via email and got a rejection.,,,,,
9564,Columbia University,Statistics,PhD,F10,Other,E-mail,10 Mar 2010,I,10 Mar 2010,"After receiving a rejection from the department administrator as a response to an email, I today got an email from my POI stating that although I did not make the list this round, I was ranked very high and that they may be able to make an offer should they not ""reach their target"".",,,,,
9565,Cornell University,Applied Statistics,PhD,F10,Other,Other,10 Mar 2010,U,10 Mar 2010,ah22@cornell,,,,,
9566,Cornell University,Applied Statistics,PhD,F10,Other,Other,10 Mar 2010,U,10 Mar 2010,To poster right below: May I learn whom did you email?,,,,,
9567,Cornell University,Applied Statistics,PhD,F10,Rejected,E-mail,10 Mar 2010,U,10 Mar 2010,Emailed them and asked about the decision yesterday. Got rejected today,,,,,
9568,"University Of California, Santa Barbara (UCSB)",Applied Probability And Statistics,PhD,F10,Other,Other,10 Mar 2010,U,10 Mar 2010,"To the guy who got admitted into UCSB, I am interested in stochastic models and bayes stat.",,,,,
9569,University Of Chicago,Statistics,PhD,F10,Wait listed,E-mail,9 Mar 2010,I,10 Mar 2010,,,,,,
9570,Harvard University,Statistics,PhD,F10,Rejected,E-mail,9 Mar 2010,I,10 Mar 2010,I asked by e-mail,,,,,
9571,Rice Universiry,Statistics,PhD,F10,Rejected,E-mail,9 Mar 2010,I,10 Mar 2010,,,,,,
9572,"University Of California, Santa Barbara (UCSB)",Statistics And Applied Probability,PhD,F10,Other,Other,10 Mar 2010,U,10 Mar 2010,Answer to the poster below: I emailed the department after receiving the email notification of result and got a draft letter regarding funding. What are your research interests?,,,,,
9573,Yale University,Statistics,PhD,F10,Accepted,Website,25 Feb 2010,I,10 Mar 2010,,,,,,
9574,Wharton,Statistics,PhD,F10,Accepted,E-mail,16 Feb 2010,I,10 Mar 2010,Gave up my spot today. Good luck to waitlisters!,,,,,
9575,"University Of California, Santa Barbara (UCSB)",Applied Probability And Statistics,PhD,F10,Other,Other,10 Mar 2010,U,10 Mar 2010,"To the one who get admitted into UCSB Phd in Applied Probability and Statistics program, did you get any information about financial support from their decision website?",,,,,
9576,Columbia(GSAS),Statistics,Masters,F10,Accepted,E-mail,10 Mar 2010,I,10 Mar 2010,First ad...,,,,,
9577,Columbia (GSAS),Statistics,PhD,F10,Rejected,E-mail,10 Mar 2010,O,10 Mar 2010,"I got the same email as below except that ""...unfortunately, you did not make the list, at least in this go around. This year...""  Oh my gosh.",,800.0,650.0,0.0,840.0
9578,University Of Pittsburgh,Statistics,PhD,F10,Wait listed,E-mail,9 Mar 2010,A,9 Mar 2010,PLEASE tell them if you're accepted and don't plan on going - waiting on funding!,,,,,
9579,Columbia (GSAS),Applied Statistics,PhD,F10,Rejected,E-mail,9 Mar 2010,U,9 Mar 2010,"Did the same thing. emailed Mrs.Kalicharan and got replied: Thank you for inquiry about the status of your application to our PhD
program.  We have now finalized our selections for graduate admissions and
unfortunately you did not make the list.  This year, we received a large
number of exceptional applications, including yours, which made the
selection process interesting and difficult.

I wish you the best in your graduate studies.",,,,,
9580,Columbia (GSAS),Statistics,Masters,F10,Accepted,E-mail,9 Mar 2010,A,9 Mar 2010,"Thought it was funny that they e-mailed ""CONGRATULATIONS.  WE HAVE MADE A DECISION ON YOUR APPLICATION,"" but they did not actually let me know what the decision was until looking at the application.",,,,,
9581,Rice Universiry,Statistics,PhD,F10,Accepted,E-mail,9 Mar 2010,U,9 Mar 2010,,,,,,
9582,Columbia GSAS,Statistics,Masters,F10,Accepted,E-mail,9 Mar 2010,A,9 Mar 2010,,3.6,630.0,800.0,4.0,
9583,Pennsylvania State University (PSU),Statistics,PhD,F10,Rejected,E-mail,5 Mar 2010,U,9 Mar 2010,,,,,,
9584,Columbia University,Statistics,PhD,F10,Other,Other,9 Mar 2010,I,9 Mar 2010,"I wrote Mrs Kalicharan and got the following: ""Thank you for inquiry about the status of your application to our PhD
program.  We have now finalized our selections for graduate admissions and
unfortuantely you did not make the list.  This year, we received a large
number of exceptional applications, including yours, which made the
selection process interesting and difficult.

I wish you the best in your graduate studies."" 
I wrote that I had to reply to an offer this week which perhaps resulted in a quick response from the dept. Good luck!",,,,,
9585,Columbia University,Statistics,PhD,F10,Other,Other,9 Mar 2010,O,9 Mar 2010,"To poster right below: Who did you email? Did they tell you decisions are going out soon, or is that your hunch?",,,,,
9586,Columbia University,Statistics,PhD,F10,Rejected,E-mail,9 Mar 2010,I,9 Mar 2010,Received an email after asking about application status. Official decisions will probably be sent out in a short while,,,,,
9587,Johns Hopkins University (JHU),Applied Math And Statistics (AMS),PhD,F10,Accepted,E-mail,9 Mar 2010,A,9 Mar 2010,"3 year MCS IGERT fellowship, TA/RA through 5th year!",3.72,560.0,800.0,5.0,720.0
9588,Iowa State University,Statistics,PhD,F10,Accepted,E-mail,9 Mar 2010,A,9 Mar 2010,"Full tuition, $1700 stipend monthly via TA-ship",,,,,
9589,Duke University,Statistics,PhD,S10,Other,Other,9 Mar 2010,O,9 Mar 2010,"to the duke poster:  did you email mike west?? with email mike@.....edu??? I email that address, and was told again...""We are in the process of reviewing the
very many applications received, and the reviews will continue for some time yet, typically well into March."".......................",,,,,
9590,Cornell University,Applied Statistics,Masters,F10,Accepted,E-mail,9 Mar 2010,I,9 Mar 2010,"I found this ad from the spam mailbox....
",,,,,
9591,"University Of California, Berkeley (UCB)",Statistics,PhD,F10,Rejected,E-mail,8 Mar 2010,I,9 Mar 2010,,,,,,
9592,Duke University,Statistics,PhD,F10,Other,Other,9 Mar 2010,O,9 Mar 2010,RE: I didn't get an interview either. I am convinced that they have made decisions on all applications but for some reason they do not wish to tell us. This is so unfair.,,,,,
9593,"University Of California, Santa Babara (UCSB)",Applied Probability And Statistics,Masters,F10,Accepted,E-mail,9 Mar 2010,U,9 Mar 2010,,,,,,
9594,Duke University,Statistics,PhD,F10,Other,Other,9 Mar 2010,O,9 Mar 2010,RE: I myself did not get an interview. I got an impression that they had made decisions for all applicants. Email the DGS and ask. Good luck.,,,,,
9595,"University Of California, Berkeley (UCB)",Statistics,PhD,F10,Rejected,E-mail,9 Mar 2010,I,9 Mar 2010,,,,,,
9596,"University Of California, Santa Barbara (UCSB)",Statistics And Applied Probability,PhD,F10,Accepted,E-mail,8 Mar 2010,U,9 Mar 2010,Told to check website for decision,,,,,
9597,"University Of California, Berkeley (UCB)",Statistics,PhD,F10,Rejected,E-mail,9 Mar 2010,A,9 Mar 2010,,4.0,590.0,800.0,4.0,670.0
9598,"University Of California, Santa Cruz (UCSC)",Statistics,PhD,F10,Accepted,Phone,16 Feb 2010,A,9 Mar 2010,First acceptance. Offered a teaching assistantship.,4.0,590.0,800.0,4.0,670.0
9599,"University Of California, Berkeley (UCB)",Statistics,Masters,F10,Rejected,E-mail,9 Mar 2010,I,9 Mar 2010,,,,,,
9600,"University Of California, Berkeley (UCB)",Statistics,Masters,F10,Rejected,E-mail,9 Mar 2010,I,9 Mar 2010,,,,,,
9601,"University Of California, Berkeley (UCB)",Statistics,Masters,F10,Rejected,E-mail,9 Mar 2010,I,9 Mar 2010,"Short e-mail noitce.
Too many applicants, too little space. 
So sad...
",,,,,
9602,SUNY SB,Applied Math And Statistics (AMS),PhD,F10,Accepted,E-mail,9 Mar 2010,U,9 Mar 2010,no difference to a rej...whatever....so called SB,,,,,
9603,McGill University,Statistics,Masters,F10,Rejected,E-mail,9 Mar 2010,I,9 Mar 2010,,,,,,
9604,"University Of California, Berkeley (UCB)",Statistics,PhD,F10,Rejected,E-mail,9 Mar 2010,I,9 Mar 2010,,,,,,
9605,"University Of California, Berkeley (UCB)",Statistics,Masters,F10,Rejected,E-mail,9 Mar 2010,U,9 Mar 2010,,,,,,
9606,"University Of California, Berkeley (UCB)",Statistics,Masters,F10,Accepted,E-mail,4 Mar 2010,U,9 Mar 2010,,,,,,
9607,"University Of California, Berkeley (UCB)",Statistics,Masters,F10,Rejected,E-mail,9 Mar 2010,A,9 Mar 2010,The letter says too many people too little space.  Not very long email.,,,,,
9608,"University Of California, Berkeley (UCB)",Statistics,PhD,F10,Rejected,E-mail,8 Mar 2010,I,9 Mar 2010,,,,,,
9609,SUNY Stony Brook,Statistics,PhD,F10,Accepted,E-mail,9 Mar 2010,U,9 Mar 2010,We are unable to offer financial support for your studies at this time. ........well~better than rejections,,,,,
9610,"University Of California, Berkeley (UCB)",Statistics,PhD,F10,Rejected,E-mail,8 Mar 2010,I,9 Mar 2010,,,,,,
9611,Duke University,Applied Statistics,PhD,F10,Other,Other,8 Mar 2010,O,8 Mar 2010,To 2 posters below: did you guys get interview from Duke University?,,,,,
9612,"University Of California, Berkeley (UCB)",Statistics,Masters,F10,Rejected,E-mail,8 Mar 2010,U,8 Mar 2010,,,,,,
9613,"University Of California, Berkeley (UCB)",Statistics,Masters,F10,Rejected,E-mail,8 Mar 2010,A,8 Mar 2010,,,,,,
9614,Rice,Statistics,PhD,F10,Other,E-mail,8 Mar 2010,A,8 Mar 2010,"They initiated the email. Also after I received notice, I checked the status on the website and it had been updated.",,,,,
9615,"University Of California, Berkeley (UCB)",Statistics,PhD,F10,Rejected,E-mail,8 Mar 2010,U,8 Mar 2010,expected. no surprise at all.,,,,,
9616,Rice Universiry,Statistics,PhD,F10,Other,Other,8 Mar 2010,O,8 Mar 2010,To the rice poster below: Could you please say if the statistics department send you the rejection email or you asked about your application status first?,,,,,
9617,"University Of California, Berkeley (UCB)",Statistics,PhD,F10,Rejected,E-mail,8 Mar 2010,I,8 Mar 2010,Mass mail. The fates really want to keep me away from my home state!!! -) What is the stipend of those accepted?,,,,,
9618,Rice,Statistics,PhD,F10,Rejected,E-mail,8 Mar 2010,A,8 Mar 2010,,,610.0,750.0,0.0,
9619,"University Of California, Berkeley (UCB)",Mathematics And Statistics,PhD,F10,Rejected,E-mail,8 Mar 2010,A,8 Mar 2010,,,,,,
9620,"University Of California, Berkeley (UCB)",Statistics,PhD,F10,Rejected,E-mail,8 Mar 2010,U,8 Mar 2010,Second rejection today following Duke in a typical email format. Kudos on those who made it.,,,,,
9621,"University Of California, Berkeley (UCB)",Statistics,PhD,F10,Rejected,E-mail,8 Mar 2010,I,8 Mar 2010,"Was expecting this after having seen the acceptances in mid-Feb and hearing that the people I indicated that I would want to work with are all rumoured to be leaving the dept. Still kinda sad, although it definitiely makes deciding a lot easier. Congrats on those of you who got accepted!",,,,,
9622,Oregon State University,Statistics,PhD,F10,Rejected,Postal Service,8 Mar 2010,U,8 Mar 2010,,,,,,
9623,"University Of California, Berkeley (UCB)",Statistics,PhD,F10,Rejected,E-mail,8 Mar 2010,A,8 Mar 2010,,3.65,580.0,800.0,5.5,
9624,"University Of California, Berkeley (UCB)",Statistics,Masters,F10,Rejected,E-mail,8 Mar 2010,A,8 Mar 2010,,,,,,
9625,"University Of California, Berkeley (UCB)",Statistics,PhD,F10,Rejected,E-mail,8 Mar 2010,U,8 Mar 2010,,,,,,
9626,"University Of California, Berkeley (UCB)",Statistics,PhD,F10,Rejected,E-mail,8 Mar 2010,I,8 Mar 2010,,,,,,
9627,Duke University,Statistics,PhD,F10,Other,Other,8 Mar 2010,O,8 Mar 2010,RE: To the Duke poster below: 'I emailed the DGS.',,,,,
9628,Pennsylvania State University (PSU),Statistics,PhD,F10,Rejected,Other,8 Mar 2010,I,8 Mar 2010,"Have mailed them to enquire about the admission status....they replied"" We are sorry to inform you that we are unable to offer admission.....with such a large pool of applicants, we donot have the resource to advice you the reason of your applicants"".",,,,,
9629,Duke University,Statistics,PhD,F10,Other,Other,8 Mar 2010,O,8 Mar 2010,To the Duke poster below: Can you please say if the DGS send you the rejection email or you asked about your application status first? I am waiting to hear something from Duke for ages now.,,,,,
9630,Duke University,Statistics,PhD,F10,Rejected,E-mail,8 Mar 2010,U,8 Mar 2010,"Very nice response though rejection from DGS via email: 'Though your application is strong and your preparation for graduate studies excellent, you are unfortunately not on the waiting list, so we will not be proceeding further with your application.... Thanks again for your interest in our program, and good luck in your graduate studies wherever you decide to go.'",,,,,
9631,IOWA STATE UNIVERSITY(ISU),Statistics,PhD,F10,Rejected,E-mail,8 Mar 2010,U,8 Mar 2010,,,,,,
9632,Oregon State University,Mathematical Statistics,Masters,F10,Other,Postal Service,8 Mar 2010,A,8 Mar 2010,Given provisional acceptance upon taking a mathematical statistics course.  Waitlisted for funding.,3.6,630.0,800.0,4.0,
9633,Pennsylvania State University (PSU),Statistics,PhD,F10,Other,Other,8 Mar 2010,I,8 Mar 2010,To the rejected below on 8th may I know your initaials?,,,,,
9634,Pennsylvania State University (PSU),Statistics,PhD,F10,Rejected,E-mail,8 Mar 2010,U,8 Mar 2010,,,,,,
9635,University Of Rochester,"Biostatistics, Statistics",PhD,F10,Rejected,E-mail,8 Mar 2010,U,8 Mar 2010,,,,,,
9636,"University Of Wisconsin, Madison",Statistics,Masters,F10,Rejected,E-mail,16 Feb 2010,I,8 Mar 2010,,,,,,
9637,Duke University,Statistics,PhD,F10,Rejected,E-mail,4 Mar 2010,A,7 Mar 2010,"I emailed the grad coordinator asking about my status, and his response was that I was rejected. Very nice rejection email though.",,,,,
9638,Colorado State University,Statistics,PhD,F10,Accepted,E-mail,5 Mar 2010,A,7 Mar 2010,accepted without funding,,,,,
9639,Pennsylvania State University,Statistics,Masters,F10,Rejected,E-mail,5 Mar 2010,I,7 Mar 2010,Write to ask for status. It turns out rejection.,,,,,
9640,University Of Pittsburgh,Statistics,Masters,F10,Rejected,E-mail,5 Mar 2010,I,7 Mar 2010,what kind of background do upitt want?,,,,,
9641,Pennsylvania State University (PSU),Statistics,PhD,F10,Rejected,E-mail,6 Mar 2010,U,6 Mar 2010,"To the one asking below, my initial is WM and GPA is 4.0
I e-mail to them several times and finally get the rejection letter.",,,,,
9642,Cornell University,Applied Statistics,Masters,F10,Accepted,E-mail,6 Mar 2010,A,6 Mar 2010,MPS; currently Cornell undergraduate,,,,,
9643,Columbia GSAS,Statistics,PhD,F10,Rejected,E-mail,6 Mar 2010,I,6 Mar 2010,An aswer to my email with question about application status,,,,,
9644,University Of Pittsburgh,Statistics,PhD,F10,Rejected,E-mail,6 Mar 2010,U,6 Mar 2010,,,,,,
9645,Pennsylvania State University (PSU),Statistics,PhD,F10,Rejected,E-mail,6 Mar 2010,U,6 Mar 2010,,,,,,
9646,Johns Hopkins University (JHU),Applied Mathematics And Statistics,PhD,F10,Accepted,E-mail,6 Mar 2010,I,6 Mar 2010,"80% tuition waiver. Is this for four years? 
Do you have any information about stipend? :)",,,,,
9647,Colorado State University,Statistics,PhD,F10,Rejected,E-mail,2 Mar 2010,U,6 Mar 2010,,,,,,
9648,"University Of Illinois, Urbana Champaign (UIUC)",Statistics,Masters,F10,Accepted,E-mail,5 Mar 2010,U,6 Mar 2010,,,,,,
9649,Harvard University,Statistics,PhD,F10,Rejected,E-mail,25 Feb 2010,I,6 Mar 2010,I asked by e-mail,,,,,
9650,The Wharton School - University Of Pennsylvania,Statistics,PhD,F10,Rejected,E-mail,6 Mar 2010,I,6 Mar 2010,,,,,,
